employee_id,department,role_level,training_module_id,module_name,module_type,start_date,completion_date,completion_status,score,feedback_rating,time_spent_minutes,preferred_learning_style,last_login_date
E0089,Compliance,VP,M13,Module 13,Quiz,25/04/24,02/05/24,Completed,89,3,74,Auditory,28/04/24
E0191,Risk,VP,M11,Module 11,Video,27/03/24,31/03/24,Completed,,3,108,Auditory,10/04/24
E0170,Retail Banking,Manager,M25,Module 25,Article,12/05/24,,Incomplete,,,51,Kinesthetic,25/05/24
E0165,Retail Banking,VP,M5,Module 5,Quiz,25/01/24,01/02/24,Completed,57,1,75,Kinesthetic,29/01/24
E0089,Risk,Senior Manager,M14,Module 14,Quiz,21/05/24,29/05/24,Completed,61,4,109,Reading/Writing,25/05/24
E0175,Compliance,Associate,M7,Module 7,Video,31/03/24,09/04/24,Completed,,5,72,Visual,11/04/24
E0139,Compliance,VP,M6,Module 6,Quiz,05/04/24,06/04/24,Completed,93,2,86,Reading/Writing,09/04/24
E0139,Corporate Banking,Senior Manager,M7,Module 7,Video,12/03/24,18/03/24,Completed,,3,54,Auditory,27/03/24
E0120,Risk,Senior Associate,M24,Module 24,Article,17/03/24,18/03/24,Completed,,3,95,Kinesthetic,23/03/24
E0188,Corporate Banking,VP,M3,Module 3,Article,16/01/24,,Incomplete,,,10,Auditory,21/01/24
E0196,Compliance,Senior Manager,M6,Module 6,Quiz,14/06/24,,Dropped,,,38,Reading/Writing,21/06/24
E0090,Retail Banking,Senior Associate,M9,Module 9,Webinar,05/02/24,,Incomplete,,,47,Reading/Writing,11/02/24
E0114,Compliance,Manager,M25,Module 25,Article,24/03/24,03/04/24,Completed,,1,71,Kinesthetic,27/03/24
E0198,HR,VP,M16,Module 16,Quiz,29/02/24,,Dropped,,,53,Visual,14/03/24
E0040,Retail Banking,Manager,M9,Module 9,Webinar,11/01/24,,Dropped,,,8,Auditory,24/01/24
E0150,Compliance,Senior Manager,M25,Module 25,Article,15/03/24,23/03/24,Completed,,1,16,Kinesthetic,22/03/24
E0171,IT,Senior Manager,M14,Module 14,Quiz,15/01/24,19/01/24,Completed,96,3,120,Kinesthetic,25/01/24
E0108,HR,Manager,M12,Module 12,Video,22/01/24,23/01/24,Completed,,4,36,Auditory,29/01/24
E0152,IT,Manager,M4,Module 4,Quiz,04/05/24,,Dropped,,,3,Visual,07/05/24
E0148,Retail Banking,Associate,M25,Module 25,Article,02/03/24,,Dropped,,,53,Auditory,03/03/24
E0089,HR,Senior Manager,M15,Module 15,Video,26/05/24,01/06/24,Completed,,4,90,Visual,01/06/24
E0146,Compliance,Associate,M21,Module 21,Video,25/03/24,29/03/24,Completed,,4,107,Visual,08/04/24
E0065,Risk,Manager,M12,Module 12,Video,04/03/24,,Dropped,,,51,Visual,14/03/24
E0118,HR,Manager,M25,Module 25,Article,11/02/24,19/02/24,Completed,,5,87,Kinesthetic,23/02/24
E0193,Risk,Senior Associate,M16,Module 16,Quiz,23/01/24,,Dropped,,,40,Reading/Writing,02/02/24
E0079,Retail Banking,Associate,M21,Module 21,Video,13/04/24,,Dropped,,,41,Reading/Writing,25/04/24
E0052,Risk,Senior Manager,M12,Module 12,Video,27/03/24,,Dropped,,,49,Reading/Writing,01/04/24
E0083,Retail Banking,Associate,M7,Module 7,Video,28/05/24,,Dropped,,,49,Reading/Writing,09/06/24
E0159,HR,Associate,M7,Module 7,Video,24/01/24,02/02/24,Completed,,4,114,Kinesthetic,28/01/24
E0184,Risk,VP,M12,Module 12,Video,11/04/24,17/04/24,Completed,,1,113,Kinesthetic,13/04/24
E0083,Compliance,Senior Manager,M2,Module 2,Video,03/03/24,13/03/24,Completed,,3,8,Auditory,10/03/24
E0178,Compliance,Senior Associate,M8,Module 8,Video,22/04/24,24/04/24,Completed,,1,42,Reading/Writing,22/04/24
E0157,IT,Senior Manager,M14,Module 14,Quiz,22/05/24,28/05/24,Completed,61,5,79,Auditory,03/06/24
E0192,Risk,Manager,M9,Module 9,Webinar,20/04/24,,Dropped,,,58,Reading/Writing,30/04/24
E0139,Risk,Associate,M23,Module 23,Webinar,04/02/24,,Incomplete,,,51,Reading/Writing,07/02/24
E0130,HR,Senior Manager,M18,Module 18,Quiz,21/03/24,30/03/24,Completed,64,3,96,Reading/Writing,04/04/24
E0069,Corporate Banking,Associate,M15,Module 15,Video,07/06/24,,Dropped,,,38,Auditory,09/06/24
E0044,Retail Banking,VP,M15,Module 15,Video,23/05/24,28/05/24,Completed,,4,116,Reading/Writing,25/05/24
E0175,Risk,Associate,M24,Module 24,Article,11/03/24,,Incomplete,,,46,Auditory,24/03/24
E0181,Compliance,Senior Manager,M7,Module 7,Video,18/06/24,,Dropped,,,35,Kinesthetic,28/06/24
E0060,Corporate Banking,VP,M14,Module 14,Quiz,06/02/24,,Incomplete,,,40,Visual,17/02/24
E0151,Retail Banking,Associate,M20,Module 20,Article,17/01/24,,Incomplete,,,47,Reading/Writing,24/01/24
E0154,Compliance,Senior Associate,M1,Module 1,Video,15/06/24,,Incomplete,,,22,Visual,18/06/24
E0104,Corporate Banking,Senior Manager,M14,Module 14,Quiz,07/04/24,,Incomplete,,,55,Kinesthetic,12/04/24
E0025,Risk,Manager,M6,Module 6,Quiz,20/04/24,,Dropped,,,6,Reading/Writing,28/04/24
E0103,Compliance,Senior Associate,M12,Module 12,Video,14/06/24,19/06/24,Completed,,4,101,Visual,22/06/24
E0006,Corporate Banking,Associate,M18,Module 18,Quiz,16/01/24,,Incomplete,,,11,Visual,16/01/24
E0002,Risk,Senior Manager,M10,Module 10,Video,08/01/24,,Incomplete,,,12,Reading/Writing,23/01/24
E0047,Corporate Banking,Senior Associate,M12,Module 12,Video,25/01/24,03/02/24,Completed,,3,78,Reading/Writing,08/02/24
E0181,Compliance,VP,M5,Module 5,Quiz,23/04/24,02/05/24,Completed,52,5,118,Visual,02/05/24
E0075,Retail Banking,Manager,M22,Module 22,Quiz,16/02/24,17/02/24,Completed,81,2,82,Reading/Writing,26/02/24
E0117,HR,VP,M13,Module 13,Quiz,24/04/24,04/05/24,Completed,85,1,48,Reading/Writing,05/05/24
E0037,Compliance,Senior Manager,M7,Module 7,Video,13/04/24,18/04/24,Completed,,1,66,Visual,15/04/24
E0170,HR,Manager,M17,Module 17,Webinar,24/05/24,,Incomplete,,,19,Kinesthetic,28/05/24
E0115,Compliance,Manager,M21,Module 21,Video,19/04/24,,Dropped,,,25,Visual,04/05/24
E0007,IT,Associate,M11,Module 11,Video,23/05/24,,Dropped,,,20,Auditory,01/06/24
E0198,HR,Associate,M17,Module 17,Webinar,11/01/24,12/01/24,Completed,,3,119,Reading/Writing,21/01/24
E0190,Retail Banking,VP,M1,Module 1,Video,13/01/24,,Dropped,,,13,Kinesthetic,14/01/24
E0176,IT,VP,M17,Module 17,Webinar,15/02/24,,Incomplete,,,59,Reading/Writing,18/02/24
E0118,Compliance,Senior Associate,M23,Module 23,Webinar,22/03/24,25/03/24,Completed,,4,31,Visual,23/03/24
E0098,Compliance,Associate,M10,Module 10,Video,02/01/24,12/01/24,Completed,,3,27,Auditory,09/01/24
E0096,IT,Associate,M5,Module 5,Quiz,06/02/24,15/02/24,Completed,92,3,117,Auditory,15/02/24
E0053,HR,Manager,M14,Module 14,Quiz,25/06/24,01/07/24,Completed,76,4,40,Reading/Writing,10/07/24
E0065,Corporate Banking,Associate,M21,Module 21,Video,26/06/24,,Incomplete,,,45,Auditory,30/06/24
E0170,HR,Senior Associate,M3,Module 3,Article,12/06/24,13/06/24,Completed,,2,120,Auditory,14/06/24
E0047,Corporate Banking,Manager,M6,Module 6,Quiz,06/03/24,,Dropped,,,35,Kinesthetic,15/03/24
E0146,Risk,Associate,M25,Module 25,Article,31/01/24,,Incomplete,,,6,Auditory,06/02/24
E0033,Corporate Banking,Associate,M16,Module 16,Quiz,02/05/24,03/05/24,Completed,64,1,111,Auditory,07/05/24
E0022,HR,Associate,M8,Module 8,Video,21/04/24,,Dropped,,,48,Reading/Writing,05/05/24
E0153,Retail Banking,VP,M25,Module 25,Article,18/02/24,23/02/24,Completed,,1,77,Visual,22/02/24
E0088,Risk,Senior Associate,M12,Module 12,Video,28/04/24,08/05/24,Completed,,1,55,Auditory,02/05/24
E0075,Corporate Banking,Associate,M8,Module 8,Video,17/02/24,22/02/24,Completed,,4,8,Auditory,19/02/24
E0063,Corporate Banking,VP,M10,Module 10,Video,22/05/24,24/05/24,Completed,,5,45,Visual,25/05/24
E0176,Retail Banking,Senior Manager,M17,Module 17,Webinar,16/05/24,25/05/24,Completed,,2,97,Kinesthetic,27/05/24
E0010,Compliance,Associate,M22,Module 22,Quiz,29/02/24,06/03/24,Completed,50,5,12,Auditory,03/03/24
E0058,HR,Associate,M19,Module 19,Webinar,19/05/24,19/05/24,Completed,,4,78,Auditory,28/05/24
E0176,Corporate Banking,Senior Manager,M15,Module 15,Video,01/03/24,,Dropped,,,23,Auditory,16/03/24
E0040,IT,VP,M12,Module 12,Video,27/02/24,02/03/24,Completed,,2,54,Kinesthetic,03/03/24
E0095,HR,Associate,M14,Module 14,Quiz,17/03/24,17/03/24,Completed,79,4,95,Reading/Writing,29/03/24
E0033,HR,Manager,M7,Module 7,Video,13/04/24,,Dropped,,,30,Auditory,27/04/24
E0100,IT,Manager,M11,Module 11,Video,24/03/24,,Incomplete,,,47,Reading/Writing,31/03/24
E0056,HR,Senior Associate,M19,Module 19,Webinar,19/02/24,,Dropped,,,36,Auditory,01/03/24
E0165,Risk,Senior Associate,M13,Module 13,Quiz,06/02/24,,Incomplete,,,35,Auditory,15/02/24
E0199,Corporate Banking,Senior Manager,M2,Module 2,Video,21/02/24,26/02/24,Completed,,5,118,Reading/Writing,04/03/24
E0133,IT,Senior Associate,M15,Module 15,Video,07/01/24,13/01/24,Completed,,5,90,Reading/Writing,15/01/24
E0191,HR,VP,M25,Module 25,Article,09/02/24,,Incomplete,,,10,Auditory,19/02/24
E0120,Compliance,Senior Associate,M25,Module 25,Article,04/05/24,,Incomplete,,,44,Visual,06/05/24
E0022,Retail Banking,Associate,M2,Module 2,Video,25/03/24,30/03/24,Completed,,3,30,Reading/Writing,31/03/24
E0079,Retail Banking,Manager,M20,Module 20,Article,21/03/24,,Dropped,,,22,Reading/Writing,30/03/24
E0078,Retail Banking,VP,M6,Module 6,Quiz,08/02/24,14/02/24,Completed,57,5,84,Auditory,13/02/24
E0144,Corporate Banking,Senior Manager,M23,Module 23,Webinar,12/03/24,13/03/24,Completed,,2,61,Visual,13/03/24
E0035,IT,Senior Manager,M13,Module 13,Quiz,02/05/24,02/05/24,Completed,87,3,61,Reading/Writing,16/05/24
E0006,IT,VP,M12,Module 12,Video,27/03/24,01/04/24,Completed,,1,27,Reading/Writing,05/04/24
E0174,IT,Senior Associate,M4,Module 4,Quiz,20/06/24,30/06/24,Completed,70,3,96,Visual,01/07/24
E0155,IT,Associate,M20,Module 20,Article,31/05/24,,Incomplete,,,24,Kinesthetic,06/06/24
E0132,Risk,VP,M1,Module 1,Video,05/05/24,,Incomplete,,,4,Reading/Writing,14/05/24
E0068,IT,Senior Manager,M11,Module 11,Video,11/01/24,,Dropped,,,43,Visual,21/01/24
E0142,Retail Banking,Senior Associate,M20,Module 20,Article,03/01/24,07/01/24,Completed,,4,30,Auditory,15/01/24
E0100,Retail Banking,Manager,M23,Module 23,Webinar,06/04/24,,Dropped,,,52,Auditory,19/04/24
E0182,Risk,Senior Associate,M12,Module 12,Video,07/03/24,14/03/24,Completed,,3,39,Visual,21/03/24
E0172,Retail Banking,Manager,M17,Module 17,Webinar,30/01/24,01/02/24,Completed,,1,36,Visual,04/02/24
E0096,Retail Banking,Senior Associate,M19,Module 19,Webinar,01/03/24,02/03/24,Completed,,1,97,Visual,11/03/24
E0159,Retail Banking,Senior Associate,M19,Module 19,Webinar,09/06/24,,Dropped,,,51,Visual,12/06/24
E0015,HR,Senior Associate,M7,Module 7,Video,21/01/24,22/01/24,Completed,,1,5,Auditory,28/01/24
E0054,Retail Banking,Associate,M13,Module 13,Quiz,23/03/24,30/03/24,Completed,62,4,82,Reading/Writing,07/04/24
E0074,HR,VP,M2,Module 2,Video,23/04/24,01/05/24,Completed,,1,15,Reading/Writing,29/04/24
E0068,Compliance,VP,M19,Module 19,Webinar,18/02/24,19/02/24,Completed,,2,28,Kinesthetic,25/02/24
E0042,IT,VP,M10,Module 10,Video,02/06/24,,Dropped,,,14,Auditory,10/06/24
E0089,HR,Senior Associate,M17,Module 17,Webinar,02/01/24,,Dropped,,,49,Reading/Writing,04/01/24
E0016,Retail Banking,Senior Manager,M12,Module 12,Video,16/01/24,,Incomplete,,,44,Auditory,16/01/24
E0191,HR,Associate,M11,Module 11,Video,30/05/24,,Incomplete,,,37,Kinesthetic,09/06/24
E0116,Risk,Senior Manager,M12,Module 12,Video,07/05/24,,Dropped,,,21,Reading/Writing,14/05/24
E0151,Compliance,Associate,M23,Module 23,Webinar,31/03/24,,Dropped,,,57,Auditory,10/04/24
E0104,IT,Senior Manager,M15,Module 15,Video,09/02/24,15/02/24,Completed,,4,8,Reading/Writing,19/02/24
E0098,HR,Senior Associate,M13,Module 13,Quiz,03/04/24,09/04/24,Completed,100,2,24,Reading/Writing,09/04/24
E0025,Retail Banking,Senior Manager,M16,Module 16,Quiz,08/02/24,,Dropped,,,13,Visual,23/02/24
E0101,Compliance,Manager,M18,Module 18,Quiz,12/03/24,15/03/24,Completed,81,5,97,Auditory,25/03/24
E0112,Compliance,Senior Manager,M22,Module 22,Quiz,16/01/24,,Incomplete,,,5,Kinesthetic,31/01/24
E0156,Risk,Senior Associate,M8,Module 8,Video,12/05/24,,Incomplete,,,27,Auditory,12/05/24
E0079,HR,Senior Associate,M11,Module 11,Video,10/06/24,,Dropped,,,40,Visual,14/06/24
E0136,Risk,Manager,M24,Module 24,Article,05/04/24,10/04/24,Completed,,5,65,Visual,05/04/24
E0115,Risk,Senior Manager,M8,Module 8,Video,23/02/24,,Incomplete,,,59,Kinesthetic,09/03/24
E0072,Corporate Banking,Manager,M19,Module 19,Webinar,25/03/24,27/03/24,Completed,,3,105,Reading/Writing,01/04/24
E0064,IT,VP,M16,Module 16,Quiz,05/01/24,,Incomplete,,,25,Reading/Writing,15/01/24
E0021,Corporate Banking,Senior Manager,M15,Module 15,Video,03/06/24,,Incomplete,,,29,Auditory,09/06/24
E0198,Risk,Senior Associate,M12,Module 12,Video,16/01/24,,Incomplete,,,15,Visual,26/01/24
E0092,Corporate Banking,Senior Manager,M18,Module 18,Quiz,07/02/24,,Dropped,,,32,Kinesthetic,13/02/24
E0166,Compliance,VP,M20,Module 20,Article,31/01/24,,Incomplete,,,48,Reading/Writing,09/02/24
E0064,IT,Senior Manager,M23,Module 23,Webinar,03/01/24,,Dropped,,,14,Reading/Writing,12/01/24
E0007,Retail Banking,Senior Manager,M3,Module 3,Article,04/04/24,,Incomplete,,,29,Auditory,09/04/24
E0153,IT,Manager,M4,Module 4,Quiz,11/03/24,,Dropped,,,13,Auditory,20/03/24
E0042,Corporate Banking,Senior Associate,M11,Module 11,Video,05/01/24,05/01/24,Completed,,3,75,Auditory,16/01/24
E0037,Risk,Senior Manager,M18,Module 18,Quiz,07/01/24,,Dropped,,,26,Reading/Writing,17/01/24
E0157,Retail Banking,Manager,M11,Module 11,Video,24/05/24,01/06/24,Completed,,1,97,Reading/Writing,08/06/24
E0017,Retail Banking,Senior Associate,M5,Module 5,Quiz,27/01/24,30/01/24,Completed,55,3,50,Kinesthetic,29/01/24
E0106,Risk,Associate,M16,Module 16,Quiz,12/04/24,20/04/24,Completed,76,4,93,Reading/Writing,14/04/24
E0054,IT,Senior Associate,M4,Module 4,Quiz,07/03/24,10/03/24,Completed,53,5,8,Visual,14/03/24
E0123,Retail Banking,Associate,M8,Module 8,Video,29/02/24,02/03/24,Completed,,5,45,Kinesthetic,12/03/24
E0194,HR,Senior Manager,M1,Module 1,Video,10/05/24,,Dropped,,,2,Auditory,12/05/24
E0011,Compliance,VP,M2,Module 2,Video,23/02/24,03/03/24,Completed,,4,5,Kinesthetic,25/02/24
E0149,Risk,VP,M6,Module 6,Quiz,11/04/24,13/04/24,Completed,84,1,85,Kinesthetic,19/04/24
E0143,Risk,VP,M13,Module 13,Quiz,10/02/24,19/02/24,Completed,66,3,30,Kinesthetic,18/02/24
E0101,Retail Banking,Manager,M15,Module 15,Video,08/01/24,,Dropped,,,14,Reading/Writing,11/01/24
E0011,IT,Associate,M24,Module 24,Article,22/02/24,02/03/24,Completed,,3,111,Reading/Writing,02/03/24
E0093,IT,Associate,M21,Module 21,Video,09/06/24,18/06/24,Completed,,3,32,Visual,18/06/24
E0004,Compliance,Senior Associate,M11,Module 11,Video,22/02/24,,Dropped,,,47,Kinesthetic,07/03/24
E0101,Corporate Banking,Senior Associate,M16,Module 16,Quiz,02/05/24,,Incomplete,,,5,Visual,02/05/24
E0008,Corporate Banking,Associate,M1,Module 1,Video,11/03/24,15/03/24,Completed,,4,53,Reading/Writing,14/03/24
E0014,Risk,Senior Associate,M21,Module 21,Video,18/02/24,,Dropped,,,5,Kinesthetic,02/03/24
E0168,Retail Banking,Manager,M25,Module 25,Article,09/01/24,13/01/24,Completed,,2,38,Auditory,15/01/24
E0031,HR,Associate,M16,Module 16,Quiz,14/02/24,15/02/24,Completed,55,2,63,Kinesthetic,22/02/24
E0006,HR,VP,M16,Module 16,Quiz,17/01/24,20/01/24,Completed,54,4,91,Auditory,17/01/24
E0010,IT,Senior Manager,M15,Module 15,Video,15/04/24,15/04/24,Completed,,5,119,Visual,17/04/24
E0198,Risk,Manager,M24,Module 24,Article,02/05/24,06/05/24,Completed,,1,90,Kinesthetic,08/05/24
E0061,HR,Senior Manager,M1,Module 1,Video,15/06/24,24/06/24,Completed,,4,76,Auditory,22/06/24
E0184,HR,Associate,M10,Module 10,Video,03/04/24,12/04/24,Completed,,3,63,Auditory,08/04/24
E0096,HR,Manager,M24,Module 24,Article,21/05/24,26/05/24,Completed,,3,57,Reading/Writing,02/06/24
E0096,IT,Manager,M25,Module 25,Article,15/03/24,25/03/24,Completed,,4,91,Auditory,26/03/24
E0111,Retail Banking,VP,M9,Module 9,Webinar,05/02/24,,Dropped,,,42,Auditory,19/02/24
E0193,Corporate Banking,Senior Associate,M2,Module 2,Video,28/03/24,06/04/24,Completed,,3,74,Reading/Writing,01/04/24
E0053,HR,Senior Manager,M3,Module 3,Article,17/04/24,25/04/24,Completed,,5,10,Visual,17/04/24
E0066,Corporate Banking,Senior Associate,M24,Module 24,Article,28/02/24,,Dropped,,,8,Kinesthetic,10/03/24
E0141,IT,VP,M22,Module 22,Quiz,10/04/24,19/04/24,Completed,72,4,93,Visual,17/04/24
E0164,HR,Senior Manager,M5,Module 5,Quiz,26/06/24,26/06/24,Completed,100,5,107,Visual,11/07/24
E0037,Retail Banking,Manager,M8,Module 8,Video,13/04/24,,Incomplete,,,35,Visual,19/04/24
E0007,Retail Banking,Associate,M10,Module 10,Video,31/01/24,02/02/24,Completed,,1,13,Kinesthetic,14/02/24
E0031,IT,Manager,M22,Module 22,Quiz,13/04/24,22/04/24,Completed,69,3,54,Kinesthetic,19/04/24
E0078,IT,VP,M19,Module 19,Webinar,02/05/24,12/05/24,Completed,,4,9,Auditory,12/05/24
E0090,Retail Banking,Manager,M23,Module 23,Webinar,01/05/24,,Incomplete,,,28,Kinesthetic,16/05/24
E0007,IT,Associate,M16,Module 16,Quiz,23/01/24,,Dropped,,,35,Visual,25/01/24
E0063,HR,Associate,M15,Module 15,Video,07/04/24,,Incomplete,,,39,Auditory,08/04/24
E0083,Risk,VP,M25,Module 25,Article,29/06/24,,Incomplete,,,40,Auditory,02/07/24
E0003,HR,Senior Associate,M19,Module 19,Webinar,21/06/24,29/06/24,Completed,,4,13,Reading/Writing,05/07/24
E0071,HR,VP,M13,Module 13,Quiz,17/05/24,21/05/24,Completed,87,1,94,Auditory,22/05/24
E0116,Risk,Senior Associate,M2,Module 2,Video,15/03/24,,Dropped,,,8,Reading/Writing,17/03/24
E0051,IT,Senior Manager,M8,Module 8,Video,02/01/24,,Incomplete,,,50,Auditory,03/01/24
E0078,Compliance,Senior Associate,M11,Module 11,Video,23/06/24,,Incomplete,,,46,Auditory,26/06/24
E0026,Compliance,Senior Associate,M5,Module 5,Quiz,03/06/24,10/06/24,Completed,81,3,106,Auditory,03/06/24
E0182,Corporate Banking,Manager,M21,Module 21,Video,19/05/24,25/05/24,Completed,,4,9,Kinesthetic,01/06/24
E0143,HR,Senior Manager,M3,Module 3,Article,17/01/24,21/01/24,Completed,,3,65,Auditory,24/01/24
E0036,Retail Banking,Associate,M6,Module 6,Quiz,23/01/24,02/02/24,Completed,62,4,89,Kinesthetic,31/01/24
E0123,Retail Banking,Senior Associate,M19,Module 19,Webinar,15/04/24,23/04/24,Completed,,1,34,Reading/Writing,19/04/24
E0077,Compliance,Senior Manager,M1,Module 1,Video,05/04/24,13/04/24,Completed,,1,19,Kinesthetic,05/04/24
E0078,Compliance,Manager,M8,Module 8,Video,02/05/24,05/05/24,Completed,,4,66,Auditory,08/05/24
E0026,Compliance,Senior Manager,M18,Module 18,Quiz,11/06/24,13/06/24,Completed,92,2,114,Reading/Writing,13/06/24
E0123,Corporate Banking,Associate,M19,Module 19,Webinar,12/02/24,22/02/24,Completed,,4,112,Kinesthetic,19/02/24
E0068,IT,Associate,M25,Module 25,Article,20/04/24,25/04/24,Completed,,4,8,Reading/Writing,01/05/24
E0101,IT,VP,M8,Module 8,Video,02/02/24,,Dropped,,,42,Reading/Writing,09/02/24
E0154,Corporate Banking,Manager,M16,Module 16,Quiz,20/01/24,,Incomplete,,,27,Visual,22/01/24
E0181,Compliance,Associate,M12,Module 12,Video,12/03/24,,Dropped,,,30,Kinesthetic,21/03/24
E0138,Corporate Banking,Manager,M10,Module 10,Video,30/04/24,,Dropped,,,49,Reading/Writing,15/05/24
E0087,Retail Banking,Senior Manager,M11,Module 11,Video,16/05/24,20/05/24,Completed,,3,39,Kinesthetic,23/05/24
E0081,Risk,Senior Associate,M19,Module 19,Webinar,18/02/24,,Dropped,,,13,Kinesthetic,02/03/24
E0072,Risk,VP,M14,Module 14,Quiz,20/06/24,29/06/24,Completed,100,2,107,Kinesthetic,26/06/24
E0176,HR,Manager,M23,Module 23,Webinar,18/05/24,,Incomplete,,,52,Auditory,23/05/24
E0031,HR,Manager,M21,Module 21,Video,04/03/24,13/03/24,Completed,,3,28,Auditory,15/03/24
E0063,IT,Senior Manager,M23,Module 23,Webinar,10/03/24,,Dropped,,,10,Kinesthetic,12/03/24
E0065,Retail Banking,Senior Manager,M18,Module 18,Quiz,10/04/24,11/04/24,Completed,62,3,68,Auditory,18/04/24
E0131,Corporate Banking,Senior Manager,M7,Module 7,Video,09/03/24,15/03/24,Completed,,4,81,Visual,24/03/24
E0112,IT,Manager,M4,Module 4,Quiz,05/02/24,06/02/24,Completed,73,1,10,Visual,13/02/24
E0028,Corporate Banking,VP,M9,Module 9,Webinar,02/02/24,12/02/24,Completed,,4,31,Visual,03/02/24
E0003,Retail Banking,Manager,M20,Module 20,Article,11/03/24,,Dropped,,,16,Reading/Writing,18/03/24
E0159,Corporate Banking,VP,M25,Module 25,Article,09/03/24,,Incomplete,,,10,Visual,19/03/24
E0196,Compliance,Senior Associate,M13,Module 13,Quiz,22/02/24,24/02/24,Completed,55,5,99,Kinesthetic,08/03/24
E0032,Retail Banking,Senior Associate,M14,Module 14,Quiz,26/02/24,04/03/24,Completed,89,2,119,Reading/Writing,04/03/24
E0072,Retail Banking,Associate,M8,Module 8,Video,20/06/24,,Dropped,,,38,Auditory,04/07/24
E0055,Compliance,Associate,M3,Module 3,Article,14/04/24,,Dropped,,,10,Auditory,26/04/24
E0006,Corporate Banking,Manager,M7,Module 7,Video,21/06/24,,Dropped,,,51,Kinesthetic,01/07/24
E0006,IT,VP,M20,Module 20,Article,09/04/24,,Incomplete,,,24,Reading/Writing,11/04/24
E0154,HR,Senior Manager,M6,Module 6,Quiz,13/04/24,16/04/24,Completed,70,3,56,Kinesthetic,20/04/24
E0184,Risk,Senior Associate,M13,Module 13,Quiz,02/06/24,,Incomplete,,,44,Reading/Writing,04/06/24
E0116,HR,Associate,M13,Module 13,Quiz,26/05/24,,Dropped,,,25,Visual,10/06/24
E0112,HR,Senior Manager,M14,Module 14,Quiz,23/01/24,,Dropped,,,23,Reading/Writing,31/01/24
E0094,Risk,Senior Manager,M6,Module 6,Quiz,13/02/24,22/02/24,Completed,91,5,81,Reading/Writing,14/02/24
E0098,Risk,Associate,M25,Module 25,Article,28/02/24,01/03/24,Completed,,1,83,Visual,07/03/24
E0021,Corporate Banking,Manager,M15,Module 15,Video,08/02/24,,Incomplete,,,55,Auditory,16/02/24
E0048,Compliance,Senior Manager,M10,Module 10,Video,12/02/24,15/02/24,Completed,,1,84,Visual,17/02/24
E0074,Corporate Banking,Senior Manager,M14,Module 14,Quiz,12/02/24,12/02/24,Completed,62,5,96,Visual,14/02/24
E0198,Retail Banking,Manager,M6,Module 6,Quiz,16/05/24,23/05/24,Completed,85,3,97,Reading/Writing,20/05/24
E0137,Compliance,Senior Associate,M1,Module 1,Video,24/03/24,28/03/24,Completed,,5,109,Visual,25/03/24
E0101,Compliance,Senior Associate,M2,Module 2,Video,30/04/24,02/05/24,Completed,,2,115,Kinesthetic,08/05/24
E0119,Compliance,Senior Manager,M6,Module 6,Quiz,29/01/24,31/01/24,Completed,90,5,101,Visual,31/01/24
E0097,Compliance,Associate,M10,Module 10,Video,27/04/24,,Dropped,,,36,Auditory,11/05/24
E0166,Corporate Banking,Manager,M20,Module 20,Article,27/05/24,,Dropped,,,34,Auditory,01/06/24
E0129,IT,Senior Associate,M2,Module 2,Video,22/02/24,02/03/24,Completed,,3,112,Kinesthetic,25/02/24
E0155,IT,Senior Manager,M13,Module 13,Quiz,17/03/24,,Incomplete,,,21,Auditory,23/03/24
E0193,Retail Banking,Senior Associate,M14,Module 14,Quiz,12/06/24,19/06/24,Completed,87,2,88,Kinesthetic,24/06/24
E0063,Compliance,Associate,M8,Module 8,Video,22/04/24,,Dropped,,,26,Auditory,06/05/24
E0096,Compliance,Senior Manager,M5,Module 5,Quiz,16/04/24,19/04/24,Completed,59,1,42,Kinesthetic,17/04/24
E0090,IT,Senior Manager,M21,Module 21,Video,20/04/24,29/04/24,Completed,,3,50,Auditory,21/04/24
E0123,Retail Banking,Manager,M11,Module 11,Video,19/02/24,,Incomplete,,,1,Visual,23/02/24
E0191,HR,VP,M9,Module 9,Webinar,16/01/24,24/01/24,Completed,,2,85,Kinesthetic,16/01/24
E0115,IT,Manager,M20,Module 20,Article,27/04/24,,Dropped,,,19,Kinesthetic,28/04/24
E0133,Corporate Banking,Associate,M15,Module 15,Video,04/05/24,,Incomplete,,,43,Visual,08/05/24
E0097,Risk,Senior Manager,M24,Module 24,Article,11/06/24,,Incomplete,,,10,Reading/Writing,13/06/24
E0158,IT,Manager,M13,Module 13,Quiz,26/02/24,26/02/24,Completed,69,1,22,Reading/Writing,10/03/24
E0146,Compliance,Senior Manager,M5,Module 5,Quiz,19/04/24,,Incomplete,,,1,Visual,24/04/24
E0010,Risk,Senior Manager,M3,Module 3,Article,26/02/24,,Incomplete,,,60,Auditory,29/02/24
E0021,HR,Senior Manager,M11,Module 11,Video,06/06/24,,Dropped,,,17,Kinesthetic,16/06/24
E0135,Compliance,VP,M17,Module 17,Webinar,23/06/24,,Incomplete,,,15,Visual,06/07/24
E0124,Risk,Manager,M17,Module 17,Webinar,17/03/24,,Dropped,,,4,Kinesthetic,25/03/24
E0028,Compliance,VP,M8,Module 8,Video,26/02/24,04/03/24,Completed,,2,17,Kinesthetic,10/03/24
